context,question,answers
Answer in Hindi and English.,उत्तराखंड की कौन सी झील 'झीलों की रानी' कहलाती है? || Which lake in Uttarakhand is known as the 'Queen of Lakes'?,"Hindi: नैनी झील।
English: Naini Lake."
Answer in Hindi and English.,उत्तराखंड का कौन सा जिला फूलों की घाटी के लिए प्रसिद्ध है? || Which district of Uttarakhand is known for the Valley of Flowers?,"Hindi: चमोली।
English: Chamoli."
Answer in Hindi and English.,देवप्रयाग में गंगा नदी किन दो नदियों के संगम से बनती है? || Which two rivers form the Ganga at Devprayag?,"Hindi: भागीरथी और अलकनंदा नदियाँ।
English: Bhagirathi and Alaknanda Rivers."
Answer in Hindi and English.,उत्तराखंड में किस प्रकार की विधान व्यवस्था है? || Which type of legislature does Uttarakhand have?,"Hindi: एकसदनीय।
English: Unicameral."
Answer in Hindi and English.,उत्तराखंड की विधान सभा की स्थापना कब हुई? || When was Uttarakhand’s Legislative Assembly founded?,"Hindi: 14 फरवरी 2002।
English: 14 February 2002."
Answer in Hindi and English.,उत्तराखंड विधानसभा में कितनी सीटें हैं? || How many seats are in Uttarakhand Vidhan Sabha?,"Hindi: 70 सीटें।
English: 70 seats."
Answer in Hindi and English.,उत्तराखंड में अंतिम विधानसभा चुनाव कब हुआ? || When was the last election held in Uttarakhand?,"Hindi: 15 फरवरी 2017।
English: 15 February 2017."
Answer in Hindi and English.,उत्तराखंड की पहली अंतरिम विधानसभा किस पार्टी ने जीती? || Which party won the first Interim Assembly of Uttarakhand?,"Hindi: भारतीय जनता पार्टी।
English: Bharatiya Janata Party."
Answer in Hindi and English.,उत्तराखंड की तीसरी विधानसभा किस पार्टी ने जीती? || Which party won the 3rd Assembly of Uttarakhand?,"Hindi: भारतीय राष्ट्रीय कांग्रेस।
English: Indian National Congress."
Answer in Hindi and English.,उत्तराखंड में राज्यसभा की कितनी सीटें हैं? || How many Rajya Sabha seats does Uttarakhand have?,"Hindi: 3 सीटें।
English: 3 seats."
Answer in Hindi and English.,उत्तराखंड में लोकसभा की कितनी सीटें हैं? || How many Lok Sabha seats does Uttarakhand have?,"Hindi: 5 सीटें।
English: 5 seats."
Answer in Hindi and English.,उत्तराखंड विधानसभा में कुल कितने विधायक हैं? || How many MLAs are there in Uttarakhand Legislative Assembly?,"Hindi: 70 सदस्य।
English: 70 members."
Answer in Hindi and English.,उत्तराखंड की राजनीति में कौन सी दो राजनीतिक पार्टियाँ प्रमुख रही हैं? || Which two political parties have dominated politics in Uttarakhand?,"Hindi: भारतीय राष्ट्रीय कांग्रेस और भारतीय जनता पार्टी।
English: Indian National Congress and Bharatiya Janata Party."
Answer in Hindi and English.,उत्तराखंड के गठन के बाद से अब तक कितने मुख्यमंत्री रह चुके हैं? || How many Chief Ministers have served Uttarakhand since its formation?,"Hindi: 10 मुख्यमंत्री।
English: 10 Chief Ministers."
Answer in Hindi and English.,उत्तराखंड के पहले मुख्यमंत्री कौन थे? || Who was the first Chief Minister of Uttarakhand?,"Hindi: नित्यानंद स्वामी।
English: Nityanand Swami."
Answer in Hindi and English.,उत्तराखंड में पहली बार राष्ट्रपति शासन कब लगाया गया? || When was the first President’s Rule imposed in Uttarakhand?,"Hindi: 27 मार्च 2016 – 21 अप्रैल 2016।
English: 27 March 2016 – 21 April 2016."
Answer in Hindi and English.,उत्तराखंड में कुल कितने दिनों तक राष्ट्रपति शासन रहा? || How many total days was President’s Rule imposed in Uttarakhand?,"Hindi: 44 दिन।
English: 44 days."
Answer in Hindi and English.,हर्ष रावत ने कितनी बार उत्तराखंड के मुख्यमंत्री के रूप में कार्य किया? || How many times did Harish Rawat serve as Chief Minister of Uttarakhand?,"Hindi: 3 बार।
English: 3 times."
Answer in Hindi and English.,उत्तराखंड के पहले राज्यपाल कौन थे? || Who was the first Governor of Uttarakhand?,"Hindi: सुरजीत सिंह बरनाला।
English: Surjit Singh Barnala."
Answer in Hindi and English.,26 अगस्त 2018 को उत्तराखंड के राज्यपाल के रूप में किसे नियुक्त किया गया? || Who was elected as Governor of Uttarakhand on 26 August 2018?,"Hindi: बेबी रानी मौर्य।
English: Baby Rani Maurya."
Answer in Hindi and English.,उत्तराखंड के पाँचवें मुख्यमंत्री कौन हैं? || Who is the 5th Chief Minister of Uttarakhand?,"Hindi: रमेश पोखरियाल।
English: Ramesh Pokhriyal."
Answer in Hindi and English.,नारायण दत्त तिवारी किस राजनीतिक दल से संबंधित थे? || Which political party did Narayan Datt Tiwari belong to?,"Hindi: भारतीय राष्ट्रीय कांग्रेस।
English: Indian National Congress."
Answer in Hindi and English.,18 मार्च 2017 को उत्तराखंड के मुख्यमंत्री कौन बने? || Who was elected as Chief Minister of Uttarakhand on 18 March 2017?,"Hindi: त्रिवेंद्र सिंह रावत।
English: Trivendra Singh Rawat."
Answer in Hindi and English.,उत्तराखंड में दूसरा राष्ट्रपति शासन कब लगाया गया? || When was the second President’s Rule imposed in Uttarakhand?,"Hindi: 22 अप्रैल 2016 – 11 मई 2016।
English: 22 April 2016 – 11 May 2016."
Answer in Hindi and English.,उत्तराखंड के छठे राज्यपाल कौन थे? || Who was the 6th Governor of Uttarakhand?,"Hindi: कृष्णकांत पॉल।
English: Krishan Kant Paul."
Answer in Hindi and English.,उत्तराखंड के एक दिन के मुख्यमंत्री कौन थे? || Who served as One Day Chief Minister of Uttarakhand?,"Hindi: हर्ष रावत (21–22 अप्रैल 2016)।
English: Harish Rawat (21–22 April 2016)."
Answer in Hindi and English.,त्रिवेंद्र सिंह रावत किस विधानसभा क्षेत्र से निर्वाचित हुए? || From which constituency was Trivendra Singh Rawat elected?,"Hindi: डोईवाला।
English: Doiwala."
Answer in Hindi and English.,साल 2025 में उत्तराखंड के वर्तमान राज्यपाल कौन हैं? || Who is the current Governor of Uttarakhand in 2025?,"Hindi: लेफ्टिनेंट जनरल गुरमीत सिंह (सेवानिवृत्त)।
English: Lt. Gen. Gurmit Singh (Retd)."
Answer in Hindi and English.,साल 2025 में उत्तराखंड के वर्तमान मुख्यमंत्री कौन हैं? || Who is the current Chief Minister of Uttarakhand in 2025?,"Hindi: पुष्कर सिंह धामी।
English: Pushkar Singh Dhami."
Answer in Hindi and English.,पुष्कर सिंह धामी किस राजनीतिक दल से संबंधित हैं? || Which political party does Pushkar Singh Dhami belong to?,"Hindi: भारतीय जनता पार्टी।
English: Bharatiya Janata Party."
Answer in Hindi and English.,उत्तराखंड विधान सभा कहाँ स्थित है? || Where is the Uttarakhand Legislative Assembly located?,"Hindi: देहरादून (शीतकालीन सत्र), गैरसैंण (ग्रीष्मकालीन सत्र)।
English: Dehradun (Winter Session), Gairsain (Summer Session)."
Answer in Hindi and English.,उत्तराखंड विधानसभा में कितने जिले प्रतिनिधित्व करते हैं? || How many districts are represented in Uttarakhand Legislative Assembly?,"Hindi: 13 जिले।
English: 13 districts."
Answer in Hindi and English.,उत्तराखंड में पहला विधानसभा चुनाव कब हुआ? || When was the first Assembly Election held in Uttarakhand?,"Hindi: 2002।
English: 2002."
Answer in Hindi and English.,2025 तक उत्तराखंड में कितनी विधानसभाएँ गठित हो चुकी हैं? || How many legislative assemblies have been constituted in Uttarakhand till 2025?,"Hindi: 5 विधानसभाएँ।
English: 5 Assemblies."
Answer in Hindi and English.,उत्तराखंड में सर्वोच्च निर्णय लेने वाली संस्था कौन सी है? || Which is the highest decision-making body in Uttarakhand?,"Hindi: उत्तराखंड विधानसभा।
English: Uttarakhand Legislative Assembly."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल का आधिकारिक निवास कहाँ है? || Where is the official residence of Uttarakhand’s Governor?,"Hindi: राजभवन, देहरादून।
English: Raj Bhavan, Dehradun."
Answer in Hindi and English.,उत्तराखंड में मुख्यमंत्री का कार्यालय कहाँ स्थित है? || Where is the Chief Minister’s Office located in Uttarakhand?,"Hindi: सचिवालय, देहरादून।
English: Secretariat, Dehradun."
Answer in Hindi and English.,उत्तराखंड विधानसभा की अध्यक्षता कौन करता है? || Who presides over the Uttarakhand Legislative Assembly?,"Hindi: विधानसभा अध्यक्ष।
English: The Speaker."
Answer in Hindi and English.,2025 में उत्तराखंड विधानसभा के वर्तमान अध्यक्ष कौन हैं? || Who is the current Speaker of Uttarakhand Legislative Assembly in 2025?,"Hindi: ऋतु खंडूड़ी भूषण।
English: Ritu Khanduri Bhushan."
Answer in Hindi and English.,2025 में उत्तराखंड विधानसभा में किस पार्टी का बहुमत है? || Which political party has the majority in Uttarakhand Legislative Assembly in 2025?,"Hindi: भारतीय जनता पार्टी।
English: Bharatiya Janata Party."
Answer in Hindi and English.,भारतीय संविधान का कौन सा अनुच्छेद राज्य विधानसभाओं से संबंधित है? || Which article of the Indian Constitution provides for State Legislatures?,"Hindi: अनुच्छेद 168।
English: Article 168."
Answer in Hindi and English.,उत्तराखंड के मुख्यमंत्री की नियुक्ति कौन करता है? || Who appoints the Chief Minister of Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: Governor of Uttarakhand."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल की नियुक्ति कौन करता है? || Who appoints the Governor of Uttarakhand?,"Hindi: भारत के राष्ट्रपति।
English: President of India."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल का कार्यकाल कितना होता है? || What is the tenure of the Governor of Uttarakhand?,"Hindi: 5 वर्ष।
English: 5 years."
Answer in Hindi and English.,उत्तराखंड विधानसभा का कार्यकाल कितना होता है? || What is the tenure of the Uttarakhand Legislative Assembly?,"Hindi: 5 वर्ष।
English: 5 years."
Answer in Hindi and English.,उत्तराखंड के मुख्यमंत्री को शपथ कौन दिलाता है? || Who administers the oath to the Chief Minister of Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: Governor of Uttarakhand."
Answer in Hindi and English.,उत्तराखंड में राज्य प्रशासन कौन सा विभाग संभालता है? || Which department handles state administration in Uttarakhand?,"Hindi: कार्मिक एवं प्रशासनिक सुधार विभाग।
English: Department of Personnel and Administrative Reforms."
Answer in Hindi and English.,मुख्यमंत्री का आधिकारिक निवास कहाँ है? || Where is the official residence of the Chief Minister located?,"Hindi: मुख्यमंत्री आवास, देहरादून।
English: CM Residence, Dehradun."
Answer in Hindi and English.,उत्तराखंड की दक्षिणी सीमा किस राज्य से लगती है? || Which state shares its southern border with Uttarakhand?,"Hindi: उत्तर प्रदेश।
English: Uttar Pradesh."
Answer in Hindi and English.,उत्तराखंड में चुनाव कौन कराता है? || Which body conducts elections in Uttarakhand?,"Hindi: भारतीय निर्वाचन आयोग।
English: Election Commission of India."
Answer in Hindi and English.,हाल ही में उत्तराखंड विधानसभा का चुनाव कब हुआ? || When was the most recent Legislative Assembly election held?,"Hindi: 2022।
English: 2022."
Answer in Hindi and English.,उत्तराखंड की राजनीति में कौन सी राजनीतिक विचारधारा सबसे प्रभावशाली रही है? || Which political ideology has been most influential in Uttarakhand politics?,"Hindi: राष्ट्रवाद और विकास आधारित राजनीति।
English: Nationalism and Development-based Politics."
Answer in Hindi and English.,उत्तराखंड सरकार का आधिकारिक प्रतीक क्या है? || What is the official emblem of the Government of Uttarakhand?,"Hindi: पहाड़, नदियाँ और राष्ट्रीय ध्वज के रंगों वाला राज्य प्रतीक।
English: State Emblem with Mountains, Rivers, and National Flag colors."
Answer in Hindi and English.,उत्तराखंड में किस प्रकार की विधान व्यवस्था है? || Which type of legislature does Uttarakhand have?,"Hindi: एकसदनीय।
English: Unicameral."
Answer in Hindi and English.,उत्तराखंड की विधानसभा की स्थापना कब हुई? || When was Uttarakhand’s Legislative Assembly founded?,"Hindi: 14 फरवरी 2002।
English: 14 February 2002."
Answer in Hindi and English.,उत्तराखंड विधानसभा में कितनी सीटें हैं? || How many seats are there in the Uttarakhand Vidhan Sabha?,"Hindi: 70 सीटें।
English: 70 seats."
Answer in Hindi and English.,उत्तराखंड में अंतिम विधानसभा चुनाव कब हुआ? || When was the last legislative assembly election held in Uttarakhand?,"Hindi: 15 फरवरी 2017।
English: 15 February 2017."
Answer in Hindi and English.,उत्तराखंड की पहली अंतरिम विधानसभा किस पार्टी ने जीती? || Which party won the first Interim Assembly of Uttarakhand?,"Hindi: भारतीय जनता पार्टी।
English: Bharatiya Janata Party."
Answer in Hindi and English.,उत्तराखंड की राजनीति में कौन सी दो राजनीतिक पार्टियाँ प्रमुख रही हैं? || Which two political parties have dominated Uttarakhand politics?,"Hindi: भारतीय राष्ट्रीय कांग्रेस और भारतीय जनता पार्टी।
English: Indian National Congress and Bharatiya Janata Party."
Answer in Hindi and English.,उत्तराखंड में राज्यसभा की कितनी सीटें हैं? || How many Rajya Sabha seats does Uttarakhand have?,"Hindi: 3 सीटें।
English: 3 seats."
Answer in Hindi and English.,उत्तराखंड में लोकसभा की कितनी सीटें हैं? || How many Lok Sabha seats are in Uttarakhand?,"Hindi: 5 सीटें।
English: 5 seats."
Answer in Hindi and English.,2025 में उत्तराखंड के वर्तमान मुख्यमंत्री कौन हैं? || Who is the current Chief Minister of Uttarakhand in 2025?,"Hindi: पुष्कर सिंह धामी।
English: Pushkar Singh Dhami."
Answer in Hindi and English.,2025 में उत्तराखंड के वर्तमान राज्यपाल कौन हैं? || Who is the current Governor of Uttarakhand in 2025?,"Hindi: गुरमीत सिंह (15 सितंबर 2021 से)।
English: Gurmit Singh (since 15 September 2021)."
Answer in Hindi and English.,मुख्यमंत्री पुष्कर सिंह धामी ने अपने दूसरे कार्यकाल की शपथ कब ली? || When did CM Pushkar Singh Dhami take oath for his second term?,"Hindi: 23 मार्च 2022।
English: 23 March 2022."
Answer in Hindi and English.,किस विधानसभा चुनाव में पुष्कर सिंह धामी पुनः निर्वाचित हुए? || In which Assembly election was Pushkar Singh Dhami re-elected?,"Hindi: 5वीं विधानसभा।
English: 5th Assembly."
Answer in Hindi and English.,उत्तराखंड के पहले मुख्यमंत्री कौन थे? || Who was the first Chief Minister of Uttarakhand?,"Hindi: नित्यानंद स्वामी।
English: Nityanand Swami."
Answer in Hindi and English.,उत्तराखंड के दूसरे मुख्यमंत्री कौन थे? || Who was the second Chief Minister of Uttarakhand?,"Hindi: भगत सिंह कोश्यारी।
English: Bhagat Singh Koshyari."
Answer in Hindi and English.,उत्तराखंड के पहले कांग्रेस दल के मुख्यमंत्री कौन थे? || Who was the first Chief Minister from the Indian National Congress in Uttarakhand?,"Hindi: नारायण दत्त तिवारी।
English: Narayan Datt Tiwari."
Answer in Hindi and English.,उत्तराखंड के किस मुख्यमंत्री ने केवल एक दिन के लिए पद संभाला? || Which Chief Minister of Uttarakhand served the office for one day?,"Hindi: हर्ष रावत (21 अप्रैल 2016 – 22 अप्रैल 2016)।
English: Harish Rawat (21 April 2016 – 22 April 2016)."
Answer in Hindi and English.,उत्तराखंड के चौथे मुख्यमंत्री कौन थे? || Who was the fourth Chief Minister of Uttarakhand?,"Hindi: भुवन चंद्र खंडूरी।
English: Bhuwan Chandra Khanduri."
Answer in Hindi and English.,भुवन चंद्र खंडूरी के बाद उत्तराखंड के मुख्यमंत्री कौन बने? || Who succeeded Bhuwan Chandra Khanduri as Chief Minister?,"Hindi: रमेश पोखरियाल निशंक।
English: Ramesh Pokhriyal Nishank."
Answer in Hindi and English.,उत्तराखंड के सातवें मुख्यमंत्री कौन थे? || Who was the 7th Chief Minister of Uttarakhand?,"Hindi: हर्ष रावत।
English: Harish Rawat."
Answer in Hindi and English.,उत्तराखंड के आठवें मुख्यमंत्री कौन थे? || Who was the 8th Chief Minister of Uttarakhand?,"Hindi: त्रिवेंद्र सिंह रावत।
English: Trivendra Singh Rawat."
Answer in Hindi and English.,उत्तराखंड के नौवें मुख्यमंत्री कौन थे? || Who was the 9th Chief Minister of Uttarakhand?,"Hindi: तीरथ सिंह रावत।
English: Tirath Singh Rawat."
Answer in Hindi and English.,उत्तराखंड के दसवें मुख्यमंत्री कौन हैं? || Who is the 10th Chief Minister of Uttarakhand?,"Hindi: पुष्कर सिंह धामी।
English: Pushkar Singh Dhami."
Answer in Hindi and English.,उत्तराखंड के पहले राज्यपाल कौन थे? || Who was the first Governor of Uttarakhand?,"Hindi: सुरजीत सिंह बरनाला।
English: Surjit Singh Barnala."
Answer in Hindi and English.,उत्तराखंड के छठे राज्यपाल कौन थे? || Who was the 6th Governor of Uttarakhand?,"Hindi: कृष्णकांत पॉल।
English: Krishan Kant Paul."
Answer in Hindi and English.,26 अगस्त 2018 को उत्तराखंड के राज्यपाल कौन थे? || Who was the Governor of Uttarakhand on 26 August 2018?,"Hindi: बेबी रानी मौर्य।
English: Baby Rani Maurya."
Answer in Hindi and English.,त्रिवेंद्र सिंह रावत किस विधानसभा क्षेत्र से निर्वाचित हुए? || From which constituency was Trivendra Singh Rawat elected?,"Hindi: डोईवाला।
English: Doiwala."
Answer in Hindi and English.,पुष्कर सिंह धामी किस निर्वाचन क्षेत्र का प्रतिनिधित्व करते हैं? || From which constituency does Pushkar Singh Dhami represent?,"Hindi: खटीमा।
English: Khatima."
Answer in Hindi and English.,हर्ष रावत किस निर्वाचन क्षेत्र से चुनाव लड़े? || From which constituency did Harish Rawat contest?,"Hindi: धारचूला।
English: Dharchula."
Answer in Hindi and English.,उत्तराखंड विधानसभा की पहली महिला अध्यक्ष कौन हैं? || Who was the first female Speaker of Uttarakhand Legislative Assembly?,"Hindi: ऋतु खंडूड़ी भूषण।
English: Ritu Khanduri Bhushan."
Answer in Hindi and English.,उत्तराखंड के मुख्यमंत्री को पद की शपथ कौन दिलाता है? || Who administers the oath of office to the Chief Minister of Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: The Governor of Uttarakhand."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल की नियुक्ति कौन करता है? || Who appoints the Governor of Uttarakhand?,"Hindi: भारत के राष्ट्रपति।
English: President of India."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल का कार्यकाल कितना होता है? || What is the tenure of the Governor of Uttarakhand?,"Hindi: 5 वर्ष।
English: 5 years."
Answer in Hindi and English.,उत्तराखंड विधानसभा का कार्यकाल कितना होता है? || What is the tenure of the Uttarakhand Legislative Assembly?,"Hindi: 5 वर्ष।
English: 5 years."
Answer in Hindi and English.,उत्तराखंड विधानसभा की अध्यक्षता कौन करता है? || Who presides over the Uttarakhand Legislative Assembly?,"Hindi: विधानसभा अध्यक्ष।
English: The Speaker."
Answer in Hindi and English.,उत्तराखंड के मुख्यमंत्री की नियुक्ति कौन करता है? || Who appoints the Chief Minister of Uttarakhand?,"Hindi: उत्तराखंड के राज्यपाल।
English: The Governor of Uttarakhand."
Answer in Hindi and English.,भारतीय संविधान का कौन सा अनुच्छेद राज्य विधानसभाओं से संबंधित है? || Which article of the Indian Constitution deals with State Legislatures?,"Hindi: अनुच्छेद 168।
English: Article 168."
Answer in Hindi and English.,पुष्कर सिंह धामी किस राजनीतिक दल से संबंधित हैं? || Which political party does Pushkar Singh Dhami belong to?,"Hindi: भारतीय जनता पार्टी।
English: Bharatiya Janata Party."
Answer in Hindi and English.,उत्तराखंड में चुनाव कौन कराता है? || Which body conducts elections in Uttarakhand?,"Hindi: भारतीय निर्वाचन आयोग।
English: Election Commission of India."
Answer in Hindi and English.,उत्तराखंड में सबसे हालिया विधानसभा चुनाव कब हुआ? || When was the most recent assembly election held in Uttarakhand?,"Hindi: 2022।
English: 2022."
Answer in Hindi and English.,उत्तराखंड की दक्षिणी सीमा किस राज्य से लगती है? || Which state shares its southern border with Uttarakhand?,"Hindi: उत्तर प्रदेश।
English: Uttar Pradesh."
Answer in Hindi and English.,2025 में उत्तराखंड विधानसभा के अध्यक्ष कौन हैं? || Who is the Speaker of Uttarakhand Legislative Assembly in 2025?,"Hindi: ऋतु खंडूड़ी भूषण।
English: Ritu Khanduri Bhushan."
Answer in Hindi and English.,उत्तराखंड में पहली बार राष्ट्रपति शासन कब लगाया गया? || When was the first President’s Rule imposed in Uttarakhand?,"Hindi: 27 मार्च 2016 – 21 अप्रैल 2016।
English: 27 March 2016 – 21 April 2016."
Answer in Hindi and English.,उत्तराखंड में दूसरी बार राष्ट्रपति शासन कब लगाया गया? || When was the second President’s Rule imposed in Uttarakhand?,"Hindi: 22 अप्रैल 2016 – 11 मई 2016।
English: 22 April 2016 – 11 May 2016."
Answer in Hindi and English.,हर्ष रावत ने कितनी बार उत्तराखंड के मुख्यमंत्री के रूप में सेवा दी? || How many times has Harish Rawat served as Chief Minister of Uttarakhand?,"Hindi: तीन बार।
English: Three times."
Answer in Hindi and English.,विजय बहुगुणा के बाद उत्तराखंड के मुख्यमंत्री कौन बने? || Which Chief Minister served after Vijay Bahuguna?,"Hindi: हर्ष रावत।
English: Harish Rawat."
Answer in Hindi and English.,नारायण दत्त तिवारी किस राजनीतिक दल से थे? || Which political party did Narayan Datt Tiwari belong to?,"Hindi: भारतीय राष्ट्रीय कांग्रेस।
English: Indian National Congress."
Answer in Hindi and English.,2009 में उत्तराखंड के मुख्यमंत्री कौन थे? || Who was the Chief Minister of Uttarakhand during 2009?,"Hindi: रमेश पोखरियाल निशंक।
English: Ramesh Pokhriyal Nishank."
Answer in Hindi and English.,2012 में उत्तराखंड के मुख्यमंत्री कौन थे? || Who was the Chief Minister of Uttarakhand in 2012?,"Hindi: विजय बहुगुणा।
English: Vijay Bahuguna."
Answer in Hindi and English.,2017 में उत्तराखंड के मुख्यमंत्री कौन थे? || Who was the Chief Minister of Uttarakhand in 2017?,"Hindi: त्रिवेंद्र सिंह रावत।
English: Trivendra Singh Rawat."
Answer in Hindi and English.,पुष्कर सिंह धामी से पहले 2021 में उत्तराखंड के मुख्यमंत्री कौन थे? || Who was the Chief Minister of Uttarakhand in 2021 before Pushkar Singh Dhami?,"Hindi: तीरथ सिंह रावत।
English: Tirath Singh Rawat."
Answer in Hindi and English.,उत्तराखंड के पहले राज्यपाल कौन थे? || Who was the first Governor of Uttarakhand?,"Hindi: सुरजीत सिंह बरनाला।
English: Surjit Singh Barnala."
Answer in Hindi and English.,सुरजीत सिंह बरनाला ने उत्तराखंड के पहले राज्यपाल के रूप में पदभार कब संभाला? || When did Surjit Singh Barnala assume office as the first Governor of Uttarakhand?,"Hindi: 9 नवंबर 2000।
English: 9 November 2000."
Answer in Hindi and English.,सुरजीत सिंह बरनाला का राज्यपाल कार्यकाल कब समाप्त हुआ? || When did Surjit Singh Barnala's tenure as Governor end?,"Hindi: 7 जनवरी 2003।
English: 7 January 2003."
Answer in Hindi and English.,सुरजीत सिंह बरनाला ने उत्तराखंड के राज्यपाल के रूप में कितने समय तक सेवा की? || How long did Surjit Singh Barnala serve as Governor of Uttarakhand?,"Hindi: 2 वर्ष और 59 दिन।
English: 2 years and 59 days."
Answer in Hindi and English.,उत्तराखंड के दूसरे राज्यपाल कौन थे? || Who was the second Governor of Uttarakhand?,"Hindi: सुदर्शन अग्रवाल।
English: Sudarshan Agarwal."
Answer in Hindi and English.,सुदर्शन अग्रवाल का उत्तराखंड के राज्यपाल के रूप में कार्यकाल कितना था? || What was the tenure of Sudarshan Agarwal as Governor of Uttarakhand?,"Hindi: 8 जनवरी 2003 से 28 अक्टूबर 2007 (4 वर्ष 293 दिन)।
English: 8 January 2003 to 28 October 2007 (4 years 293 days)."
Answer in Hindi and English.,उत्तराखंड के तीसरे राज्यपाल कौन थे? || Who was the third Governor of Uttarakhand?,"Hindi: बनवारी लाल जोशी।
English: Banwari Lal Joshi."
Answer in Hindi and English.,बनवारी लाल जोशी ने उत्तराखंड के राज्यपाल के रूप में कब सेवा दी? || When did Banwari Lal Joshi serve as Governor of Uttarakhand?,"Hindi: 29 अक्टूबर 2007 से 5 अगस्त 2009।
English: 29 October 2007 to 5 August 2009."
Answer in Hindi and English.,उत्तराखंड के चौथे राज्यपाल कौन थे? || Who was the fourth Governor of Uttarakhand?,"Hindi: मार्गरेट अल्वा।
English: Margaret Alva."
Answer in Hindi and English.,मार्गरेट अल्वा का उत्तराखंड के राज्यपाल के रूप में कार्यकाल कितना था? || What was the tenure of Margaret Alva as Governor of Uttarakhand?,"Hindi: 6 अगस्त 2009 से 14 मई 2012 (2 वर्ष 282 दिन)।
English: 6 August 2009 to 14 May 2012 (2 years 282 days)."
Answer in Hindi and English.,उत्तराखंड के पांचवें राज्यपाल कौन थे? || Who was the fifth Governor of Uttarakhand?,"Hindi: अज़ीज़ कुरैशी।
English: Aziz Qureshi."
Answer in Hindi and English.,अज़ीज़ कुरैशी ने उत्तराखंड के राज्यपाल के रूप में कब सेवा दी? || When did Aziz Qureshi serve as Governor of Uttarakhand?,"Hindi: 15 मई 2012 से 7 जनवरी 2015।
English: 15 May 2012 to 7 January 2015."
Answer in Hindi and English.,उत्तराखंड के छठे राज्यपाल कौन थे? || Who was the sixth Governor of Uttarakhand?,"Hindi: कृष्णकांत पॉल।
English: Krishan Kant Paul."
Answer in Hindi and English.,कृष्णकांत पॉल का उत्तराखंड के राज्यपाल के रूप में कार्यकाल कितना था? || What was the tenure of Krishan Kant Paul as Governor of Uttarakhand?,"Hindi: 8 जनवरी 2015 से 25 अगस्त 2018 (3 वर्ष 229 दिन)।
English: 8 January 2015 to 25 August 2018 (3 years 229 days)."
Answer in Hindi and English.,उत्तराखंड के सातवें राज्यपाल कौन थे? || Who was the seventh Governor of Uttarakhand?,"Hindi: बेबी रानी मौर्य।
English: Baby Rani Maurya."
Answer in Hindi and English.,बेबी रानी मौर्य ने उत्तराखंड के राज्यपाल के रूप में कब सेवा दी? || When did Baby Rani Maurya serve as Governor of Uttarakhand?,"Hindi: 26 अगस्त 2018 से 14 सितंबर 2021।
English: 26 August 2018 to 14 September 2021."
Answer in Hindi and English.,2025 तक उत्तराखंड के वर्तमान राज्यपाल कौन हैं? || Who is the current Governor of Uttarakhand (as of 2025)?,"Hindi: गुरमीत सिंह।
English: Gurmit Singh."
Answer in Hindi and English.,गुरमीत सिंह ने उत्तराखंड के राज्यपाल के रूप में कब पदभार संभाला? || When did Gurmit Singh assume office as Governor of Uttarakhand?,"Hindi: 15 सितंबर 2021।
English: 15 September 2021."
Answer in Hindi and English.,उत्तराखंड की पहली महिला राज्यपाल कौन थीं? || Who was the first woman Governor of Uttarakhand?,"Hindi: मार्गरेट अल्वा।
English: Margaret Alva."
Answer in Hindi and English.,उत्तराखंड की दूसरी महिला राज्यपाल कौन थीं? || Who was the second woman Governor of Uttarakhand?,"Hindi: बेबी रानी मौर्य।
English: Baby Rani Maurya."
Answer in Hindi and English.,उत्तराखंड के राज्यपाल के रूप में सबसे लंबा कार्यकाल किसने पूरा किया? || Who has served the longest tenure as Governor of Uttarakhand?,"Hindi: सुदर्शन अग्रवाल (4 वर्ष 293 दिन)।
English: Sudarshan Agarwal (4 years 293 days)."
Answer in Hindi and English.,उत्तराखंड के गठन के समय राज्यपाल कौन थे? || Who was Governor during the creation of Uttarakhand in 2000?,"Hindi: सुरजीत सिंह बरनाला।
English: Surjit Singh Barnala."
Answer in Hindi and English.,2013 की केदारनाथ आपदा के समय उत्तराखंड के राज्यपाल कौन थे? || Who was Governor during the 2013 Kedarnath disaster?,"Hindi: अज़ीज़ कुरैशी।
English: Aziz Qureshi."
Answer in Hindi and English.,2016 में राष्ट्रपति शासन के दौरान उत्तराखंड के राज्यपाल कौन थे? || Who was Governor during the imposition of President’s Rule in 2016?,"Hindi: कृष्णकांत पॉल।
English: Krishan Kant Paul."
Answer in Hindi and English.,उत्तराखंड के किस राज्यपाल ने बाद में मेघालय के राज्यपाल के रूप में सेवा की? || Which Governor of Uttarakhand later served as Governor of Meghalaya?,"Hindi: बनवारी लाल जोशी।
English: Banwari Lal Joshi."
Answer in Hindi and English.,उत्तराखंड के गठन के 20 वर्ष पूरे होने पर राज्यपाल कौन थे? || Who was the Governor when Uttarakhand completed 20 years of formation?,"Hindi: बेबी रानी मौर्य।
English: Baby Rani Maurya."
